chart_id,link,title,safe title,javascript file,data files,question_id,question,golden_answer,enabled
76,https://observablehq.com/d/1b755d9cc2e459c3,Share of the population born in another country,share_of_the_population_born_in_another_country,share_of_the_population_born_in_another_country.js,files/dab3a788e482314179aec592b8eebefc4268e7219cebf201c0a4dce627a29c6b3c23d90fa7e48acdc07b3c95bfcd289733b5fe361071dd2a7c6c667a6b7c5cf5.csv,259,What happens if I drag the year slider from 1990 to 2024?,The map or bar chart updates year by year to show changing immigrant shares.,1
77,https://observablehq.com/d/8f55c8c4ed709bb0,Birth rate and death rate,birth_rate_and_death_rate,birth_rate_and_death_rate.js,files/e229a323f2d907eb99ecd8a510236a6e289dc460b613b31d641922f6667f002c46fec78a085b9ea4342d5c3e56e080f0313246d3af1d9f073ba027b403da0a92.csv,260,What was the birth rate in the United States in 2023?,"The birth rate in 2023 was 10.75 births per 1,000 people.",1
77,https://observablehq.com/d/8f55c8c4ed709bb0,Birth rate and death rate,birth_rate_and_death_rate,birth_rate_and_death_rate.js,files/e229a323f2d907eb99ecd8a510236a6e289dc460b613b31d641922f6667f002c46fec78a085b9ea4342d5c3e56e080f0313246d3af1d9f073ba027b403da0a92.csv,261,How can I get the death rate for the United States in 2020?,"In Bar mode, drag the year slider to 2020 and check the orange Death rate bar.",1
77,https://observablehq.com/d/8f55c8c4ed709bb0,Birth rate and death rate,birth_rate_and_death_rate,birth_rate_and_death_rate.js,files/e229a323f2d907eb99ecd8a510236a6e289dc460b613b31d641922f6667f002c46fec78a085b9ea4342d5c3e56e080f0313246d3af1d9f073ba027b403da0a92.csv,262,What happens if I hover over the line chart near 2023?,"A tooltip appears showing United States, 2023, with birth and death rate values.",1
78,https://observablehq.com/d/8b10efa48c889ce6,Crude birth rate and death rate sweden,crude_birth_rate_and_death_rate_sweden,crude_birth_rate_and_death_rate_sweden.js,files/2559bd8cdc87ae23f88347165cf5166e2bcda86fdd1d542bfe83c91c77870b9c3f83a85695189b02be82471ba0a046a4a642accbf5e6a77f8860e059e0c16c15.csv,263,"In 1749, was Sweden’s crude birth rate higher than its crude death rate?","Yes, the birth rate was 33.8, higher than the death rate of 28.1.",1
78,https://observablehq.com/d/8b10efa48c889ce6,Crude birth rate and death rate sweden,crude_birth_rate_and_death_rate_sweden,crude_birth_rate_and_death_rate_sweden.js,files/2559bd8cdc87ae23f88347165cf5166e2bcda86fdd1d542bfe83c91c77870b9c3f83a85695189b02be82471ba0a046a4a642accbf5e6a77f8860e059e0c16c15.csv,264,How can I get Sweden’s crude death rate for 1749?,Hover near 1749 on the red death-rate line to see the tooltip value.,1
78,https://observablehq.com/d/8b10efa48c889ce6,Crude birth rate and death rate sweden,crude_birth_rate_and_death_rate_sweden,crude_birth_rate_and_death_rate_sweden.js,files/2559bd8cdc87ae23f88347165cf5166e2bcda86fdd1d542bfe83c91c77870b9c3f83a85695189b02be82471ba0a046a4a642accbf5e6a77f8860e059e0c16c15.csv,265,What happens if I drag the slider to 1900 in Bar mode?,The bar chart updates to show Sweden’s 1900 birth rate of 27.0 and death rate of 16.8.,1
79,https://observablehq.com/d/f4b19098b5c5b8cf,"World population, comparison of UN projections",world_population_comparison_of_un_projections,world_population_comparison_of_un_projections.js,files/0c69e90ec26df4577659e8d1cec8bd5a51c22ab2e1d9ac51ebf313690ddde3dc9b5c9888408e4bb6b0ad19f1c1dac8883a1046301614dd620625def87532173c.csv,266,What trend does the 2024 projection show from 2025 to 2050?,It shows a steady increase from 8.23 billion in 2025 to 9.66 billion in 2050.,1
79,https://observablehq.com/d/f4b19098b5c5b8cf,"World population, comparison of UN projections",world_population_comparison_of_un_projections,world_population_comparison_of_un_projections.js,files/0c69e90ec26df4577659e8d1cec8bd5a51c22ab2e1d9ac51ebf313690ddde3dc9b5c9888408e4bb6b0ad19f1c1dac8883a1046301614dd620625def87532173c.csv,267,How can I get the 2024 projection value for world population in 2050?,"Switch to Bar mode, move the slider to 2050, then read the 2024 projection bar value: 9.66 billion.",1
79,https://observablehq.com/d/f4b19098b5c5b8cf,"World population, comparison of UN projections",world_population_comparison_of_un_projections,world_population_comparison_of_un_projections.js,files/0c69e90ec26df4577659e8d1cec8bd5a51c22ab2e1d9ac51ebf313690ddde3dc9b5c9888408e4bb6b0ad19f1c1dac8883a1046301614dd620625def87532173c.csv,268,What happens if I click the Bar button?,"The chart changes into a horizontal bar chart for the selected year, ranking projections by population size.",1
80,https://observablehq.com/d/92d24a089ca800a9,"World population, comparison of different historical sources",world_population_comparison_of_different_historical_sources,world_population_comparison_of_different_historical_sources.js,files/8abbce88679a4a7197e5a849c271f02e75acce989e279d6e3e1ed2d8e5ae1642ad143bd77d1627c4a9cc8fcbb98486168fa8f52951f247995b53c8d07274642c.csv,269,What was the world population estimate by McEvedy and Jones (1978) in 1950?,McEvedy and Jones estimated the 1950 population as 2.5 billion.,1
80,https://observablehq.com/d/92d24a089ca800a9,"World population, comparison of different historical sources",world_population_comparison_of_different_historical_sources,world_population_comparison_of_different_historical_sources.js,files/8abbce88679a4a7197e5a849c271f02e75acce989e279d6e3e1ed2d8e5ae1642ad143bd77d1627c4a9cc8fcbb98486168fa8f52951f247995b53c8d07274642c.csv,270,How can I get the McEvedy and Jones (1978) value for 1950 from the chart?,"Use Bar mode, drag the slider to 1950, then read the McEvedy and Jones bar label.",1
80,https://observablehq.com/d/92d24a089ca800a9,"World population, comparison of different historical sources",world_population_comparison_of_different_historical_sources,world_population_comparison_of_different_historical_sources.js,files/8abbce88679a4a7197e5a849c271f02e75acce989e279d6e3e1ed2d8e5ae1642ad143bd77d1627c4a9cc8fcbb98486168fa8f52951f247995b53c8d07274642c.csv,271,What happens if I hover near 1900 on the line chart?,A tooltip appears showing Year: 1900 and the population estimates for the selected sources.,1
81,https://observablehq.com/d/d8cdfd7c918088da,Sex ratio at birth by birth order,sex_ratio_at_birth_by_birth_order,sex_ratio_at_birth_by_birth_order.js,files/8c0defb168c6452db252074aa3e8fd87804513951f61a7de7fe0706bef8aa04d8d1c0b07f550ad74b11d23ef2ccfa766a67892fca9427c24d2b95348e26ba7db.csv,272,"In 2017, which was higher: First child or Third child?","First child was higher, 106.5 vs 105.9.",1
81,https://observablehq.com/d/d8cdfd7c918088da,Sex ratio at birth by birth order,sex_ratio_at_birth_by_birth_order,sex_ratio_at_birth_by_birth_order.js,files/8c0defb168c6452db252074aa3e8fd87804513951f61a7de7fe0706bef8aa04d8d1c0b07f550ad74b11d23ef2ccfa766a67892fca9427c24d2b95348e26ba7db.csv,273,How can I find which birth order is highest in 1990?,"Use Bar mode, drag the slider to 1990, and check the longest bar: Fourth child & higher.",1
81,https://observablehq.com/d/d8cdfd7c918088da,Sex ratio at birth by birth order,sex_ratio_at_birth_by_birth_order,sex_ratio_at_birth_by_birth_order.js,files/8c0defb168c6452db252074aa3e8fd87804513951f61a7de7fe0706bef8aa04d8d1c0b07f550ad74b11d23ef2ccfa766a67892fca9427c24d2b95348e26ba7db.csv,274,What happens if I click the play button under the chart?,"The selected year animates forward, updating the bar chart year by year.",1
82,https://observablehq.com/d/322d3e232b20a5a7,Number of 'missing women' in the world,number_of_missing_women_in_the_world,number_of_missing_women_in_the_world.js,files/f147db20ce28dddb3ea583fda7627cf601dd46519e0e3bc8b145696e0ea1988aacf9d2361d699a87dd02c5305fb21223faf106008c6b983c2187bd41dae70a92.csv,275,How does China’s trend change from 1970 to 2050?,"China rises from 27.2 million in 1970 to a peak of 76.9 million in 2035, then falls to 73.4 million in 2050.",1
82,https://observablehq.com/d/322d3e232b20a5a7,Number of 'missing women' in the world,number_of_missing_women_in_the_world,number_of_missing_women_in_the_world.js,files/f147db20ce28dddb3ea583fda7627cf601dd46519e0e3bc8b145696e0ea1988aacf9d2361d699a87dd02c5305fb21223faf106008c6b983c2187bd41dae70a92.csv,276,How can I get only the data range from 2000 to 2050?,Drag the left slider handle to 2000 and keep the right handle at 2050.,1
82,https://observablehq.com/d/322d3e232b20a5a7,Number of 'missing women' in the world,number_of_missing_women_in_the_world,number_of_missing_women_in_the_world.js,files/f147db20ce28dddb3ea583fda7627cf601dd46519e0e3bc8b145696e0ea1988aacf9d2361d699a87dd02c5305fb21223faf106008c6b983c2187bd41dae70a92.csv,277,What happens if I drag the right slider handle from 2050 to 2020?,"The chart updates to end at 2020, hiding later years from 2025 to 2050.",1
83,https://observablehq.com/d/42003b6f245b303f,Annual number of missing female births and excess mortality,annual_number_of_missing_female_births_and_excess_mortality,annual_number_of_missing_female_births_and_excess_mortality.js,files/ece6d3b997dfda42014e98bd6a6e97973dffaeef79ce894832479bc27c600c336b05bebcd4cee141c399a55dd4c5046acc51974d028bff9b39f8e4b7d74c4e43.csv,278,What was the number of Excess female deaths in the World in 2015?,1.65 million excess female deaths.,1
83,https://observablehq.com/d/42003b6f245b303f,Annual number of missing female births and excess mortality,annual_number_of_missing_female_births_and_excess_mortality,annual_number_of_missing_female_births_and_excess_mortality.js,files/ece6d3b997dfda42014e98bd6a6e97973dffaeef79ce894832479bc27c600c336b05bebcd4cee141c399a55dd4c5046acc51974d028bff9b39f8e4b7d74c4e43.csv,279,How can I get the Missing female births value for the World in 2010?,Hover over the year 2010 on the line chart and read the tooltip value for Missing female births.,1
83,https://observablehq.com/d/42003b6f245b303f,Annual number of missing female births and excess mortality,annual_number_of_missing_female_births_and_excess_mortality,annual_number_of_missing_female_births_and_excess_mortality.js,files/ece6d3b997dfda42014e98bd6a6e97973dffaeef79ce894832479bc27c600c336b05bebcd4cee141c399a55dd4c5046acc51974d028bff9b39f8e4b7d74c4e43.csv,280,What happens if I hover over the 2010 point on the line chart?,"A tooltip appears showing World, 2010, with both missing female births and excess female deaths.",1
84,https://observablehq.com/d/cc6add73dd00fe92,"Period versus cohort life expectancy, France",period_versus_cohort_life_expectancy_france,period_versus_cohort_life_expectancy_france.js,files/1a1248f5fbe096913f862f105795f85eeb93118e51e43c866a66a416b2a9cb681fa0af24e7dad4b933daeda7977844aa212118d21f04c22d1a65a119c4bead2f.csv,281,"In 1900, which was higher: France’s period life expectancy or cohort life expectancy?",Cohort life expectancy was higher: 51.9 years vs 45.1 years.,1
84,https://observablehq.com/d/cc6add73dd00fe92,"Period versus cohort life expectancy, France",period_versus_cohort_life_expectancy_france,period_versus_cohort_life_expectancy_france.js,files/1a1248f5fbe096913f862f105795f85eeb93118e51e43c866a66a416b2a9cb681fa0af24e7dad4b933daeda7977844aa212118d21f04c22d1a65a119c4bead2f.csv,282,How can I retrieve France’s cohort life expectancy in 1932 using the line chart?,"Stay in Line mode, hover near the year 1932, and read the tooltip value for Cohort life expectancy.",1
84,https://observablehq.com/d/cc6add73dd00fe92,"Period versus cohort life expectancy, France",period_versus_cohort_life_expectancy_france,period_versus_cohort_life_expectancy_france.js,files/1a1248f5fbe096913f862f105795f85eeb93118e51e43c866a66a416b2a9cb681fa0af24e7dad4b933daeda7977844aa212118d21f04c22d1a65a119c4bead2f.csv,283,"What happens if I hover over the line chart near France, 1900?","A tooltip appears showing France, 1900 with period and cohort life expectancy values.",1
85,https://observablehq.com/d/c34bc49d1c1849a1,Annual death rate by age group,annual_death_rate_by_age_group,annual_death_rate_by_age_group.js,files/3d3b259f3c8c657f2cf21da86beba55d73b410f3bb24eed6d811ae66f1855f1751bc7170cbfe48a2353c9437949bf92a226e224a0f7e845ec8b3f2a71f0ab7d5.csv,284,"From 1933 to 2023, how did the death rate for 85–89 years old change?",It decreased from 197.90 to 102.49.,1
85,https://observablehq.com/d/c34bc49d1c1849a1,Annual death rate by age group,annual_death_rate_by_age_group,annual_death_rate_by_age_group.js,files/3d3b259f3c8c657f2cf21da86beba55d73b410f3bb24eed6d811ae66f1855f1751bc7170cbfe48a2353c9437949bf92a226e224a0f7e845ec8b3f2a71f0ab7d5.csv,285,How can I get the death rate for 20–24 years old in 2023 using the chart?,Set the slider to 2023 and hover over the 20–24 years old bar.,1
85,https://observablehq.com/d/c34bc49d1c1849a1,Annual death rate by age group,annual_death_rate_by_age_group,annual_death_rate_by_age_group.js,files/3d3b259f3c8c657f2cf21da86beba55d73b410f3bb24eed6d811ae66f1855f1751bc7170cbfe48a2353c9437949bf92a226e224a0f7e845ec8b3f2a71f0ab7d5.csv,286,What happens if I hover over the 85–89 years old bar in 2023?,"A tooltip appears showing 85–89 years old and 102.49 per 1,000.",1
86,https://observablehq.com/d/b48e3d6d668e5a4c,Country with highest female life expectancy,country_with_highest_female_life_expectancy,country_with_highest_female_life_expectancy.js,files/8253df4e3d97102c046bd1ec5da00def255a8aec6b308b3c7d5f456c81c36689286f8c95c5bae459d2f2dcfe383a1c63e0271ac2ce271e69b896dc4f5450e7a0.csv,287,What was the highest female life expectancy in 2023?,"88.1 years, in Hong Kong.",1
86,https://observablehq.com/d/b48e3d6d668e5a4c,Country with highest female life expectancy,country_with_highest_female_life_expectancy,country_with_highest_female_life_expectancy.js,files/8253df4e3d97102c046bd1ec5da00def255a8aec6b308b3c7d5f456c81c36689286f8c95c5bae459d2f2dcfe383a1c63e0271ac2ce271e69b896dc4f5450e7a0.csv,288,How can I retrieve all years where Japan was the country with the highest female life expectancy?,"Use the legend or data filter for Japan, then read the highlighted Japan dots.",1
86,https://observablehq.com/d/b48e3d6d668e5a4c,Country with highest female life expectancy,country_with_highest_female_life_expectancy,country_with_highest_female_life_expectancy.js,files/8253df4e3d97102c046bd1ec5da00def255a8aec6b308b3c7d5f456c81c36689286f8c95c5bae459d2f2dcfe383a1c63e0271ac2ce271e69b896dc4f5450e7a0.csv,289,"What happens if I click a country dot, such as Norway 1960?","Nothing special happens; the chart only defines hover interactions, not click actions.",1
87,https://observablehq.com/d/d7552c4cdf662cc1,How do death rates in each age group contribute to the overall sex gap in life expectancy?,how_do_death_rates_in_each_age_group_contribute_to_the_overall_sex_gap_in_life_expectancy,how_do_death_rates_in_each_age_group_contribute_to_the_overall_sex_gap_in_life_expectancy.js,files/b46ddef49222fd79787c19e4456a9a874198b6925624432da68a80c54293c2056b3670475d4fc0e7cdd1b0be741e66d52beb9c59a9fa53c4eb394f4c83558d01.csv,290,"In 2018, which contributed more to the sex gap: Ages 60–79 or Ages 80+?","Ages 60–79 contributed more, about 2.67 vs 1.45 years.",1
87,https://observablehq.com/d/d7552c4cdf662cc1,How do death rates in each age group contribute to the overall sex gap in life expectancy?,how_do_death_rates_in_each_age_group_contribute_to_the_overall_sex_gap_in_life_expectancy,how_do_death_rates_in_each_age_group_contribute_to_the_overall_sex_gap_in_life_expectancy.js,files/b46ddef49222fd79787c19e4456a9a874198b6925624432da68a80c54293c2056b3670475d4fc0e7cdd1b0be741e66d52beb9c59a9fa53c4eb394f4c83558d01.csv,291,How can I get the value for Ages 60–79 in France in 2018?,Hover over the year 2018 and read the tooltip row for Ages 60–79.,1
87,https://observablehq.com/d/d7552c4cdf662cc1,How do death rates in each age group contribute to the overall sex gap in life expectancy?,how_do_death_rates_in_each_age_group_contribute_to_the_overall_sex_gap_in_life_expectancy,how_do_death_rates_in_each_age_group_contribute_to_the_overall_sex_gap_in_life_expectancy.js,files/b46ddef49222fd79787c19e4456a9a874198b6925624432da68a80c54293c2056b3670475d4fc0e7cdd1b0be741e66d52beb9c59a9fa53c4eb394f4c83558d01.csv,292,What happens if I hover over the Ages 60–79 area near 2000?,"The tooltip shows the 2000 values, including Ages 60–79: about 3.38 years.",1
88,https://observablehq.com/d/c926160052addfb9,Modal age at death in adults,modal_age_at_death_in_adults,modal_age_at_death_in_adults.js,files/654f31c945b713b9ac50eb5493cb8c8c1e1fbbbab783f86fd4eec1f7f45d77e640699c65902f5579aea6b1d01479d09aa98b112d85a00b8ef88b7780290a036a.csv,293,"From 1970 to 2021, what trend is shown for Japan females?",It increased from 81.8 to 93.0 years.,1
88,https://observablehq.com/d/c926160052addfb9,Modal age at death in adults,modal_age_at_death_in_adults,modal_age_at_death_in_adults.js,files/654f31c945b713b9ac50eb5493cb8c8c1e1fbbbab783f86fd4eec1f7f45d77e640699c65902f5579aea6b1d01479d09aa98b112d85a00b8ef88b7780290a036a.csv,294,How can I get the latest available value for France females?,"Hover near the last year in France’s line panel, or use Bar mode and move the slider to the latest year.",1
88,https://observablehq.com/d/c926160052addfb9,Modal age at death in adults,modal_age_at_death_in_adults,modal_age_at_death_in_adults.js,files/654f31c945b713b9ac50eb5493cb8c8c1e1fbbbab783f86fd4eec1f7f45d77e640699c65902f5579aea6b1d01479d09aa98b112d85a00b8ef88b7780290a036a.csv,295,What happens if I hover over France around 1970 in Line mode?,"The tooltip shows France, 1970, including Females and Males values.",1
89,https://observablehq.com/d/d853ee793fb4ca5c,Survival ages across the population,survival_ages_across_the_population,survival_ages_across_the_population.js,files/316e0d5156e650a35f1c860d73c5f47b63461a7381f7234f63fb2dfd912df40fec5f8bafeacf06d8f25893cfc6ac09b0b2cada0ecbc8b1b74f0b56922cdb04b1.csv,296,What was the Top 1% survival age in France in 2023?,102.67 years.,1
89,https://observablehq.com/d/d853ee793fb4ca5c,Survival ages across the population,survival_ages_across_the_population,survival_ages_across_the_population.js,files/316e0d5156e650a35f1c860d73c5f47b63461a7381f7234f63fb2dfd912df40fec5f8bafeacf06d8f25893cfc6ac09b0b2cada0ecbc8b1b74f0b56922cdb04b1.csv,297,How can I retrieve the 50% survival age for France in 2000?,"Switch to Bar mode, move the slider to 2000, then read the 50% bar value.",1
89,https://observablehq.com/d/d853ee793fb4ca5c,Survival ages across the population,survival_ages_across_the_population,survival_ages_across_the_population.js,files/316e0d5156e650a35f1c860d73c5f47b63461a7381f7234f63fb2dfd912df40fec5f8bafeacf06d8f25893cfc6ac09b0b2cada0ecbc8b1b74f0b56922cdb04b1.csv,298,What happens if I hover over the line chart around 1950?,"A vertical guide line and dots appear, and the tooltip shows the closest year’s values.",1
90,https://observablehq.com/d/4140584c22b75a8b,Average age of mothers at childbirth by birth order,average_age_of_mothers_at_childbirth_by_birth_order,average_age_of_mothers_at_childbirth_by_birth_order.js,files/682fcc0a63196c765fdace1eccad7546b6cf0894f1364998def5f82fd9daf2f89d6fcc06a313191e3524a37c058f296b13d48bbb8acc90d6a21c8f38abfaebec.csv,299,"In 2023, which had a higher average age: 1st birth or 2nd birth?","2nd birth was higher at 30.35 years, compared with 27.85 years for 1st birth.",1
90,https://observablehq.com/d/4140584c22b75a8b,Average age of mothers at childbirth by birth order,average_age_of_mothers_at_childbirth_by_birth_order,average_age_of_mothers_at_childbirth_by_birth_order.js,files/682fcc0a63196c765fdace1eccad7546b6cf0894f1364998def5f82fd9daf2f89d6fcc06a313191e3524a37c058f296b13d48bbb8acc90d6a21c8f38abfaebec.csv,300,How can I get the bar value for 5th birth or higher in 2023?,"Click Bar, move the year slider to 2023, then read the 5th birth or higher bar label.",1
90,https://observablehq.com/d/4140584c22b75a8b,Average age of mothers at childbirth by birth order,average_age_of_mothers_at_childbirth_by_birth_order,average_age_of_mothers_at_childbirth_by_birth_order.js,files/682fcc0a63196c765fdace1eccad7546b6cf0894f1364998def5f82fd9daf2f89d6fcc06a313191e3524a37c058f296b13d48bbb8acc90d6a21c8f38abfaebec.csv,301,What happens if I hover over the 2023 point in the line chart?,"A tooltip appears showing all birth-order values for United States, 2023.",1
91,https://observablehq.com/d/f23cbe05933d7078,"Average age of mothers at childbirth by mother's birth year, United States",average_age_of_mothers_at_childbirth_by_mothers_birth_year_united_states,average_age_of_mothers_at_childbirth_by_mothers_birth_year_united_states.js,files/c9250009143f77937b2cae6883537bef09627c059fdc5150e69060dc4b352961f86d60154a06ea2fc3569fe3d63e5c2af68dac7bd628e70aaf19e5d2afb88805.csv,302,What was the overall average age for All births across 1918–1973?,About 26.43 years.,1
91,https://observablehq.com/d/f23cbe05933d7078,"Average age of mothers at childbirth by mother's birth year, United States",average_age_of_mothers_at_childbirth_by_mothers_birth_year_united_states,average_age_of_mothers_at_childbirth_by_mothers_birth_year_united_states.js,files/c9250009143f77937b2cae6883537bef09627c059fdc5150e69060dc4b352961f86d60154a06ea2fc3569fe3d63e5c2af68dac7bd628e70aaf19e5d2afb88805.csv,303,How can I compare 1st birth and 2nd birth in 1950?,"Switch to Bar mode, set the slider to 1950, and compare the two bars.",1
91,https://observablehq.com/d/f23cbe05933d7078,"Average age of mothers at childbirth by mother's birth year, United States",average_age_of_mothers_at_childbirth_by_mothers_birth_year_united_states,average_age_of_mothers_at_childbirth_by_mothers_birth_year_united_states.js,files/c9250009143f77937b2cae6883537bef09627c059fdc5150e69060dc4b352961f86d60154a06ea2fc3569fe3d63e5c2af68dac7bd628e70aaf19e5d2afb88805.csv,304,What happens if I hover over 1973 in the line chart?,"A tooltip appears showing United States, 1973 and values for all birth orders.",1
92,https://observablehq.com/d/1b52d2aa3cf01db1,Share of women who have had a given number of births,share_of_women_who_have_had_a_given_number_of_births,share_of_women_who_have_had_a_given_number_of_births.js,files/d89d48f040521243f86a00b4a317982ccfc07cca88c6c168d974448bf3f8b893ebb5e957bc31237e1f278c58262f80e872da6931ce80eb543ce5f1efc216e6a8.csv,305,What percentage of women born in 1973 had 2 births?,34.36% of women born in 1973 had 2 births.,1
92,https://observablehq.com/d/1b52d2aa3cf01db1,Share of women who have had a given number of births,share_of_women_who_have_had_a_given_number_of_births,share_of_women_who_have_had_a_given_number_of_births.js,files/d89d48f040521243f86a00b4a317982ccfc07cca88c6c168d974448bf3f8b893ebb5e957bc31237e1f278c58262f80e872da6931ce80eb543ce5f1efc216e6a8.csv,306,How can I get the exact percentage for 1 birth among women born in 1973?,"Hover over the 1973 position and read the tooltip value for 1 birth, which is 19.29%.",1
92,https://observablehq.com/d/1b52d2aa3cf01db1,Share of women who have had a given number of births,share_of_women_who_have_had_a_given_number_of_births,share_of_women_who_have_had_a_given_number_of_births.js,files/d89d48f040521243f86a00b4a317982ccfc07cca88c6c168d974448bf3f8b893ebb5e957bc31237e1f278c58262f80e872da6931ce80eb543ce5f1efc216e6a8.csv,307,What happens if I hover over the 2 births area around 1973?,"A tooltip appears for 1973, showing all birth categories, with 2 births = 34.36% highlighted.",1
93,https://observablehq.com/d/b50ab7e321c6ccdb,Age of mothers at childbirth by mother's birth year,age_of_mothers_at_childbirth_by_mothers_birth_year,age_of_mothers_at_childbirth_by_mothers_birth_year.js,files/72da5be78ea8bf640d1e09e908811cf46846102868a6cc2736a273b8a794c4f33d9b3a36c34d6965fd1635fe3019b5f115e9feb8780e4c60975a7b3a92bc305b.csv,308,"At age 30, which cohort had a higher fertility rate in the United States: women born in 1990 or 1970?",The 1970 cohort had the higher rate.,1
93,https://observablehq.com/d/b50ab7e321c6ccdb,Age of mothers at childbirth by mother's birth year,age_of_mothers_at_childbirth_by_mothers_birth_year,age_of_mothers_at_childbirth_by_mothers_birth_year.js,files/72da5be78ea8bf640d1e09e908811cf46846102868a6cc2736a273b8a794c4f33d9b3a36c34d6965fd1635fe3019b5f115e9feb8780e4c60975a7b3a92bc305b.csv,309,How can I get the fertility rate for women in Japan born in 1990 at age 30?,Hover near age 30 in the Japan panel and read the 1990 cohort value in the tooltip.,1
93,https://observablehq.com/d/b50ab7e321c6ccdb,Age of mothers at childbirth by mother's birth year,age_of_mothers_at_childbirth_by_mothers_birth_year,age_of_mothers_at_childbirth_by_mothers_birth_year.js,files/72da5be78ea8bf640d1e09e908811cf46846102868a6cc2736a273b8a794c4f33d9b3a36c34d6965fd1635fe3019b5f115e9feb8780e4c60975a7b3a92bc305b.csv,310,What happens if I hover over age 30 in the United Kingdom panel?,A tooltip appears showing fertility rates for multiple cohorts at age 30.,1
94,https://observablehq.com/d/98862fae91a2837b,Cumulative fertility rate by women's birth year,cumulative_fertility_rate_by_womens_birth_year,cumulative_fertility_rate_by_womens_birth_year.js,files/68766b44c41839db42c023103a436f5617627173036e3543cdd9f29c64e540204cf4b1181458b1b37dd509574b0a0825180ec18cd26f9b6ab9e105867d3c9923.csv,311,What trend is visible in the age at which women reach one child on average across birth cohorts?,More recent cohorts tend to reach one child at older ages.,1
94,https://observablehq.com/d/98862fae91a2837b,Cumulative fertility rate by women's birth year,cumulative_fertility_rate_by_womens_birth_year,cumulative_fertility_rate_by_womens_birth_year.js,files/68766b44c41839db42c023103a436f5617627173036e3543cdd9f29c64e540204cf4b1181458b1b37dd509574b0a0825180ec18cd26f9b6ab9e105867d3c9923.csv,312,How can I get the average number of children for women born in 1970 by age 40?,Move the cursor to age 40 and locate the 1970 entry in the tooltip.,1
94,https://observablehq.com/d/98862fae91a2837b,Cumulative fertility rate by women's birth year,cumulative_fertility_rate_by_womens_birth_year,cumulative_fertility_rate_by_womens_birth_year.js,files/68766b44c41839db42c023103a436f5617627173036e3543cdd9f29c64e540204cf4b1181458b1b37dd509574b0a0825180ec18cd26f9b6ab9e105867d3c9923.csv,313,What happens if I hover near the 1995 cohort line around age 35?,The tooltip displays the 1995 cohort's cumulative fertility value at that age along with other cohorts for comparison.,1
95,https://observablehq.com/d/5166a95ac88c159f,Total fertility rate vs cohort fertility rate vs tempo-adjusted total fertility rate,total_fertility_rate_vs_cohort_fertility_rate_vs_tempo_adjusted_total_fertility_rate,total_fertility_rate_vs_cohort_fertility_rate_vs_tempo_adjusted_total_fertility_rate.js,files/9560569cc2675a1168475b3e4108f61e28437460b2e9f4eeee0a7c2a3063be0d233a9d09b230ba1ba8ef8ba8769f6a058817f8582efb594214777034ef135a8c.csv,314,What is the Total fertility rate in Sweden in 1990?,Approximately 2.1 children per woman.,1
95,https://observablehq.com/d/5166a95ac88c159f,Total fertility rate vs cohort fertility rate vs tempo-adjusted total fertility rate,total_fertility_rate_vs_cohort_fertility_rate_vs_tempo_adjusted_total_fertility_rate,total_fertility_rate_vs_cohort_fertility_rate_vs_tempo_adjusted_total_fertility_rate.js,files/9560569cc2675a1168475b3e4108f61e28437460b2e9f4eeee0a7c2a3063be0d233a9d09b230ba1ba8ef8ba8769f6a058817f8582efb594214777034ef135a8c.csv,315,How can I get the Completed cohort fertility rate shifted +30 years in 2010?,"Switch to Bar mode, move the year slider to 2010, and read the corresponding bar value.",1
95,https://observablehq.com/d/5166a95ac88c159f,Total fertility rate vs cohort fertility rate vs tempo-adjusted total fertility rate,total_fertility_rate_vs_cohort_fertility_rate_vs_tempo_adjusted_total_fertility_rate,total_fertility_rate_vs_cohort_fertility_rate_vs_tempo_adjusted_total_fertility_rate.js,files/9560569cc2675a1168475b3e4108f61e28437460b2e9f4eeee0a7c2a3063be0d233a9d09b230ba1ba8ef8ba8769f6a058817f8582efb594214777034ef135a8c.csv,316,What happens if I click the Bar button and move the slider to 2000?,The chart switches to a bar chart and displays the three fertility measures for 2000.,1
96,https://observablehq.com/d/503afb7f94a9169f,Annual birth rate and peak birth month,annual_birth_rate_and_peak_birth_month,annual_birth_rate_and_peak_birth_month.js,files/b7d09dd92d93bf7732416e19feadff3816d9af604e121da3039510af23e3c537e69efbb058b4c2f4f3a445143719648e277b19867e825e8ee407f8c247470e1f.csv,317,"In 2000, which country had a higher birth rate: France or Spain?",France had the higher birth rate.,1
96,https://observablehq.com/d/503afb7f94a9169f,Annual birth rate and peak birth month,annual_birth_rate_and_peak_birth_month,annual_birth_rate_and_peak_birth_month.js,files/b7d09dd92d93bf7732416e19feadff3816d9af604e121da3039510af23e3c537e69efbb058b4c2f4f3a445143719648e277b19867e825e8ee407f8c247470e1f.csv,318,How can I get the birth rate for Spain in 1995 using the bar chart?,"Switch to Bar mode, move the slider to 1995, and read Spain's bar value.",1
